Log_CMIPBA,Log_StatModelBA
-2.952317049,-1.46511278
-2.618122213,-1.464708474
-3.126946092,-1.464426317
-3.230357577,-1.464061134
-2.974994757,-1.463876151
-2.666861899,-1.463490813
-2.799220218,-1.460639574
-2.812117507,-1.459957739
-2.79782355,-1.458041819
-2.783730061,-1.458004911
-2.66214394,-1.456296917
-3.302183919,-1.456097218
-2.669967849,-1.455914253
-2.619134208,-1.455694272
-2.918869431,-1.455615994
-2.690840314,-1.454387803
-3.20007831,-1.452042892
-3.067667265,-1.451945768
-2.785728267,-1.451619942
-2.962624882,-1.45159695
-3.093217058,-1.448554043
-3.265676998,-1.447921071
-3.022521899,-1.446067346
-2.750112594,-1.440089713
-2.651915251,-1.438852998
-3.231432516,-1.437973193
-2.861267508,-1.437874788
-2.679773566,-1.437755212
-2.792704423,-1.437342404
-2.420030181,-1.436615034
-3.103805194,-1.433216994
-2.749899346,-1.431350335
-2.741100869,-1.431130574
-3.081021378,-1.430428668
-2.735929554,-1.428800071
-2.473544928,-1.428515517
-2.663631193,-1.427591173
-3.279197492,-1.426155599
-2.662474154,-1.425418624
-2.756585782,-1.425353553
-2.645856297,-1.425022747
-2.876506022,-1.424997182
-2.764701146,-1.424391432
-3.195632212,-1.424365177
-2.759576616,-1.420993309
-2.343153834,-1.420692025
-2.773511921,-1.420447736
-2.704693231,-1.41964281
-3.188786499,-1.419430278
-2.853378526,-1.419297466
-3.08729966,-1.418739384
-3.091105333,-1.418613453
-3.147572853,-1.418028995
-2.658054289,-1.416392072
-2.811441811,-1.413231056
-2.928582289,-1.412981528
-2.430347729,-1.412617914
-2.949251044,-1.412340607
-2.911989248,-1.411463922
-3.044611038,-1.411141193
-2.689949832,-1.410117866
-2.664442372,-1.409290363
-3.119430814,-1.408756244
-2.770081463,-1.40822028
-2.436843236,-1.407991572
-3.074778583,-1.407528331
-2.848784462,-1.405177409
-2.634035255,-1.404973771
-2.776375443,-1.40376248
-3.219873776,-1.403711911
-3.121591182,-1.402842407
-2.606485095,-1.402047977
-2.695325641,-1.40139639
-2.660561838,-1.401211698
-3.142472839,-1.400090607
-2.663666032,-1.397288401
-2.682549871,-1.395673484
-2.997346363,-1.394164628
-2.978290169,-1.393450907
-2.855096803,-1.393355805
-3.195893176,-1.392747506
-2.746828366,-1.390980184
-2.729657805,-1.387884761
-2.935178921,-1.386488564
-3.27210647,-1.38486874
-2.747582501,-1.38421472
-3.225221453,-1.383568022
-3.19475117,-1.383041908
-2.728897983,-1.382455536
-2.662668467,-1.38226004
-2.76577611,-1.381913601
-2.725336043,-1.37969206
-2.88771429,-1.379424057
-2.783372417,-1.377637416
-2.891377135,-1.377242595
-2.746173868,-1.375764009
-2.75704501,-1.374442047
-2.905079806,-1.373052212
-2.916436269,-1.372228145
-2.712091711,-1.371627309
-2.80882855,-1.370480855
-2.951147103,-1.369697278
-2.6900094,-1.367212997
-2.774816138,-1.367073641
-3.263904238,-1.363107556
-2.924435673,-1.363035492
-2.812753365,-1.362706619
-2.645634756,-1.361115074
-2.629476037,-1.358933591
-2.860828367,-1.358779998
-3.231328566,-1.35760184
-2.695269992,-1.356866035
-2.650917983,-1.356225087
-3.118303822,-1.351941329
-2.716291222,-1.350961189
-2.66802961,-1.349116825
-3.181471942,-1.348484756
-2.738532622,-1.348060479
-2.730307546,-1.347569576
-3.24919469,-1.345719815
-2.832395372,-1.342678258
-2.831160196,-1.342102624
-2.846118662,-1.341364642
-2.795224496,-1.340616437
-2.621068109,-1.339501103
-3.214336349,-1.338789841
-2.703330335,-1.333446825
-2.960173175,-1.333265031
-2.793172248,-1.328810348
-3.181081595,-1.328129699
-2.661299919,-1.32731879
-2.964391109,-1.327228711
-3.216873211,-1.325286459
-2.913696325,-1.324635882
-3.141104418,-1.324161708
-3.275774933,-1.323298885
-2.90089447,-1.32295047
-2.794339706,-1.322079901
-2.622143528,-1.30749865
-3.1603729,-1.306524955
-3.241013633,-1.305885989
-2.823023509,-1.305531544
-2.824663541,-1.304809812
-3.252409487,-1.303195945
-2.761577371,-1.30277047
-2.948584254,-1.302601876
-3.135442067,-1.300416649
-2.79399875,-1.300169202
-2.992443023,-1.296714854
-3.038238448,-1.294860144
-2.84989133,-1.294614482
-3.240227717,-1.293854599
-3.259933568,-1.289734848
-3.004531307,-1.288303692
-2.867882385,-1.287789957
-2.729937018,-1.285611852
-3.171311869,-1.276487315
-2.917535698,-1.275436127
-3.22714813,-1.272407976
-2.708084542,-1.272274478
-2.690514787,-1.270150561
-3.218933465,-1.268292913
-3.073668944,-1.261081563
-2.792173105,-1.256044603
-2.688808236,-1.255978134
-2.767370357,-1.249986446
-2.730605442,-1.248814878
-3.416756249,-1.248407611
-2.867068245,-1.248191148
-3.222868924,-1.247082312
-3.148943615,-1.246074111
-2.996110669,-1.243381676
-3.257390459,-1.242574216
-3.145076357,-1.239343481
-3.016942302,-1.239197059
-3.22982978,-1.23272749
-2.887616347,-1.232315146
-2.814812204,-1.23128172
-2.698043882,-1.224709779
-3.253530915,-1.222308047
-2.769149166,-1.221265502
-3.132623318,-1.219590716
-3.431152912,-1.218749093
-2.861873283,-1.21810978
-2.809589883,-1.21181066
-3.141693758,-1.21082278
-2.974591489,-1.210322994
-3.179395545,-1.199150424
-2.748373262,-1.19763307
-3.067793524,-1.196781747
-3.166968865,-1.196098911
-3.254409816,-1.194283657
-3.039853687,-1.178520509
-2.818906834,-1.177288435
-2.920828243,-1.165694098
-3.240490559,-1.152507516
-2.928426058,-1.15039678
-3.145147329,-1.141909023
-2.821445691,-1.137752989
-3.233252935,-1.137369282
-3.257516718,-1.134745085
-2.739318569,-1.125808782
-3.251597424,-1.12117246
-2.916856973,-1.102113301
-2.888460541,-1.100201563
-3.219254465,-1.099679836
-3.206662619,-1.094438334
-3.222563512,-1.072435244
-3.50047028,-1.0633716
-3.21550826,-1.058761302
-3.011197691,-1.054388076
-3.243796211,-1.053274358
-3.223824519,-1.051450564
-2.907092879,-1.03008525
-3.184104681,-1.025748462
-3.193610366,-1.015969004
-2.998158723,-1.012934424
-3.001983972,-1.001040579
-2.973844287,-0.954943921
-3.294971813,-0.93950144
-3.14741909,-0.932378118
-3.40459364,-0.907853249
-3.049975847,-0.879897579
-3.045393173,-0.862103215
-3.035635537,-0.857932482
